,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,application_type,pub_rec_bankruptcies,emp_length_range
27113,558361,718788,12000,12000,11950, 60 months,16.45%,294.7,E,E1,The SSI Group,2 years,MORTGAGE,32000,Source Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/03/10 > With this loan, we will be paying off a car loan, and our credit cards. Our current payments on these items alone (which we have been making monthly) are almost double the amount we would be paying to repay this loan. We do not have any delinquent accounts.<br/>",debt_consolidation,Consolidation,366xx,AL,5.36,0,May-93,1,,,5,0,4713,85.70%,9,f,0,0,11131.12,11084.87,5168.3,4260.65,0,1702.17,306.3906,13-May,32.32,13-Aug,INDIVIDUAL,0,0-10 years
27132,558162,718554,4800,4800,4775, 60 months,18.67%,123.65,F,F2,,5 years,RENT,20000,Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/03/10 > Its a beautiful day at Trader Eds<br/>Hyannis Marina, MA :)<br/> Borrower added on 08/06/10 > this is my second loan with lending club <br/>first loan was in the amount of $2500 <br/>and was paid in full :)<br/>",debt_consolidation,catchuploan,026xx,MA,11.56,0,Feb-99,2,59,,3,0,0,0%,21,f,0,0,1148.95,1142.97,199.83,293.13,0,655.99,118.0782,10-Dec,123.65,11-May,INDIVIDUAL,0,0-10 years
27141,558006,718376,3000,3000,3000, 60 months,16.45%,73.68,E,E1,sutters place bay 101,6 years,RENT,30000,Verified,8/1/2010,Charged Off,n,,debt_consolidation,money honey,945xx,CA,23.04,0,Jul-97,1,27,,6,0,5020,94.70%,14,f,0,0,1908.92,1908.92,1005.15,903.77,0,0,0,12-Oct,73.68,16-May,INDIVIDUAL,0,0-10 years
27142,557997,402513,4750,4750,4750, 60 months,13.61%,109.57,C,C2,Praxis Engineering,10+ years,MORTGAGE,110000,Not Verified,8/1/2010,Charged Off,n,,small_business,Income Producing Business Loan,208xx,MD,23.92,0,Oct-93,0,,,16,0,58280,44.90%,38,f,0,0,2513.9,2513.9,1450.71,1063.19,0,0,0,12-Jul,109.57,16-May,INDIVIDUAL,0,10+ years
27143,558003,718373,2000,2000,1700, 36 months,15.58%,69.91,D,D3,KinderCare,2 years,RENT,14400,Source Verified,8/1/2010,Charged Off,n,  Borrower added on 08/02/10 > I really need loan asap because I work at a daycare Center and enrollment is low in the summer months and would like to avoid late payments on my bills and rent<br/> Borrower added on 08/02/10 > I would like this loan as soon as i can have it because I work at a  daycare center and in the summer months enrollment is low and i am behind on my bills  <br/>I plan to catch up on bills with the money<br/>,debt_consolidation,Smart loan,080xx,NJ,6.17,0,7-Jun,1,,,4,0,2191,81.10%,4,f,0,0,278.88,236.96,178.74,100.14,0,0,0,10-Dec,69.91,16-May,INDIVIDUAL,0,0-10 years
27145,557202,717420,7400,7400,7400, 36 months,17.56%,265.9,E,E4,The Carriage House Companies  Inc,3 years,MORTGAGE,35004,Not Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/02/10 > I plan to use these funds to pay off a personal debt made to me in order to replace the roof on my home.  I also plan to pay off a couple of other accounts in order to lower my monthly payments.  My goal is to eventually become credit card debt free.  These funds will allow me to free up some of my monthly income so that I can make much needed repairs to my home.  I appreciate this opportunity.  I am an excellent credit risk and pay all of my debts on time and always have.  My job is a wonderful job and I was lucky to secure it as I will be here until the time I am able to retire.  After 29 years of marriage and a recent divorce, this loan will help put me back on my own two feet financially.<br/>",debt_consolidation,phoenix2010,402xx,KY,15.6,0,Dec-85,1,,,8,0,11688,98.20%,25,f,0,0,2924.26,2924.26,1859.88,1054.9,0,9.48,3.24,11-Jul,265.9,16-May,INDIVIDUAL,0,0-10 years
27149,557926,718283,1200,1200,1200, 60 months,15.58%,28.92,D,D3,grenoindustries,9 years,MORTGAGE,24000,Not Verified,8/1/2010,Charged Off,n,,debt_consolidation,pat ,120xx,NY,0,0,Jul-92,0,37,,2,0,0,0%,4,f,0,0,795.15,795.15,408.31,341.53,0,45.31,0.48,12-Oct,28.92,13-Mar,INDIVIDUAL,0,0-10 years
27150,522022,675216,6000,6000,5925, 60 months,10.38%,128.61,B,B1,,n/a,OWN,40000,Not Verified,8/1/2010,Charged Off,n,,educational,Education Loan,907xx,CA,4.29,0,Jul-77,0,,,5,0,1611,5.40%,21,f,0,0,6146.4,6069.56,4290.75,1598.55,15,242.1,2.421,14-Jun,128.61,14-Nov,INDIVIDUAL,0,n/a
27155,557811,718150,3600,3600,3600, 60 months,15.58%,86.75,D,D3,W. P. Carey,5 years,RENT,46000,Not Verified,8/1/2010,Charged Off,n,  Borrower added on 08/02/10 > This loan will be used to consolidate debt. I have a good credit history and a very stable high paying job at a leading Investment Bank. I have never defaulted on any debt nor declared bankruptcy.<br/>,other,Debt Consolidation,100xx,NY,19.57,1,Oct-00,0,20,,12,0,7826,52.20%,22,f,0,0,4768.73,4768.73,3515.68,1253.05,0,0,0,13-Jun,1911.36,16-May,INDIVIDUAL,0,0-10 years
27161,544973,702935,4800,4800,4300, 36 months,15.58%,167.77,D,D3,South middlesex regional school,4 years,RENT,63996,Not Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/02/10 > I have worked as Network Administrator at a high school for 4 years, I make a comfortable living.  I am trying to increase my credit score to get the best possible rate for the new home I plan on purchasing the following year.<br/>",other,Credit builder,017xx,MA,10.5,0,Mar-99,1,32,,4,0,0,0%,11,f,0,0,2182.59,1954.85,1356.92,652.36,14.96960124,158.34,1.69,11-Aug,167.77,16-Mar,INDIVIDUAL,0,0-10 years
27166,557691,718013,5000,5000,5000, 60 months,10.75%,108.09,B,B2,AMO,5 years,MORTGAGE,90000,Source Verified,8/1/2010,Charged Off,n,  Borrower added on 08/04/10 > Consolidate high interest debt into 1 lower interest loan<br/>,debt_consolidation,Ayoung48,925xx,CA,8.67,0,4-Aug,1,,,8,0,1898,13.40%,9,f,0,0,3298.94,3298.94,2083.83,1048.17,0,166.94,1.85,13-Jan,108.09,13-Jun,INDIVIDUAL,0,0-10 years
27171,515798,666706,7500,7500,7500, 60 months,18.67%,193.2,F,F2,Sonoco Products Company,3 years,MORTGAGE,57000,Source Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/02/10 > Hello and thank you for your interest in investing in my loan.Despite the purpose category (I'm not sure why it selected car financing, but LendingClub assured me they can change it), this is a multi-purpose loan that will allow my wife and myself to undertake several projects we have postponed for some time while we dealt with the difficulties of the past few years.  <br/><br/>We are looking to sell my wife's 30 year old suburban condo (tax assessed value is $227K, my wife bought it for significantly less 9 years ago, well before the market had reached its peak-- and then came down)to move a more rural setting more appropriate to our long-term business and personal goals.  <br/><br/>Before we look to market the condo, we owe it some TLC. We are DIY remodelers, no $50K kitchens here! The condo needs interior paint, flooring and more attention to the bathroom and kitchen areas to replace old fixtures.  <br/><br/>We also have need of a 2nd car and are looking to have our old reliable minivan repaired or replaced with a &quot;new to us&quot; version. In addition, I will be using these funds to pay off the balance of an old school loan of my wife's so that she can have her transcripts released for the fall in a timely fashion for the university she is attending and to soon schedule needed surgery for one of our beloved dogs.<br/><br/>As a legal permanent citizen of the U.S. (I am a Swedish citizen), I came here with no established credit history and have been working to obtain one. I'm pleased to say my credit history is Good with no delinquencies. I have two MasterCards with modest balances that will be paid down by the end of August (Orchard Bank and CapitalOne), as well as a Fingerhut account with a balance of $295.00. I have also a small personal loan from my credit union that I do not wish to pay off since it is new and I want to establish good history with that loan as well.  I feel that a second installment loan suits my diverse credit need better than applying for more credit cards with higher APRs and annual fees and will help further diversify my credit portfolio while keeping the monthly payment highly manageable. I have been exceptionally diligent about my monthly payments and my credit history should reflect this.  <br/><br/>My job is stable.  I have worked for my company for three years and have received several accolades and bonuses over that term, including an invitation to continue work at the Gillette factory when the main Sonoco packaging plant was due to close this year.  My monthly take home pay has averaged $3K per month for the last two years. I am the primary breadwinner for the family and pay the mortgage for my wife's condo. <br/><br/>My wife lost her job in 2006 and has since received a college degree and started her own freelance writing business this year.  As the business is only four months old, typical monthly income is not yet predictable, though she targets between $200 and $300 a week.<br/>",car,"Car, Home Improvement, Other Loan",030xx,NH,3.64,0,1-May,3,,,4,0,1033,86.10%,5,f,0,0,1738.49,1738.49,645.45,1078.06,14.97623671,0,0,11-Jun,195.68,16-Apr,INDIVIDUAL,0,0-10 years
27211,557061,717249,2800,2800,2300, 36 months,15.21%,97.36,D,D2,city of los angeles,10+ years,RENT,80000,Not Verified,8/1/2010,Charged Off,n,,other,personal,917xx,CA,9.57,0,Mar-91,0,,107,7,1,10869,98.80%,13,f,0,0,2767.78,2270.94,2052.86,658.38,0,56.54,0.71,12-Dec,97.36,13-May,INDIVIDUAL,1,10+ years
27219,556908,717065,7000,7000,6500, 36 months,11.49%,230.8,B,B4,Dept of Commerce,1 year,RENT,62400,Source Verified,8/1/2010,Charged Off,n,"  Borrower added on 07/31/10 > My family and I have moved back to the US again after 25 years of living in Europe. Even though we have owned property abroad, we had no credit history to speak of in the US, apart from 1 credit card which was seldom used.  We applied for a Macy's card and were accepted and used the card regularly up until the last 6 months or so.  The interest rate is very high and we would prefer to cancel the card and build our credit other ways.<br/>",credit_card,Macys Card Refinance,930xx,CA,8.77,0,Dec-99,0,,,9,0,2755,18.80%,11,f,0,0,2061.6,1913.69,328.09,132.07,0,1601.44,560.6365,10-Oct,230.8,16-May,INDIVIDUAL,0,0-10 years
27230,542592,700178,10000,10000,10000, 60 months,15.58%,240.96,D,D3,Alerio Technology Group,< 1 year,RENT,44400,Source Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/02/10 > I have three years of outside sales experience in copiers and technology services. I am beginning a new position that includes more specialized product and sales skills training. Although I do have solid base salary, the loan will help cover the 6-12 month ramp up period to cover business and personal expenses.<br/>",educational,Learning and Training,800xx,CO,10.62,0,Feb-87,0,,87,6,1,9743,65%,21,f,0,0,11659.8,11659.8,7667.16,3992.64,0,0,0,14-Jul,34.05,16-May,INDIVIDUAL,1,0 years
27231,556787,716929,8500,8500,8500, 60 months,17.19%,212.12,E,E3,,n/a,RENT,24468,Verified,8/1/2010,Charged Off,n,  Borrower added on 07/30/10 > I want to pay off my high interest credit cards (two over 25%)<br/>,credit_card,Credit card consolidation,947xx,CA,15.11,0,Dec-99,0,,,5,0,9299,89.40%,5,f,0,0,4404.57,4404.57,1951.08,2066.66,0,386.83,3.56,12-Mar,212.12,12-Aug,INDIVIDUAL,0,n/a
27233,556727,716861,18000,18000,17975, 60 months,10.75%,389.13,B,B2,Ulta,2 years,MORTGAGE,47000,Verified,8/1/2010,Charged Off,n,"  Borrower added on 08/01/10 > Excellent credit,pay off other debt to this one payment<br/>",debt_consolidation,the loan,729xx,AR,22.01,0,Sep-85,1,,,21,0,2209,7.20%,60,f,0,0,14007.42,13987.97,9623.16,4374.72,0,9.54,0,13-Aug,389.13,16-May,INDIVIDUAL,0,0-10 years
27239,556232,716264,9000,9000,8975, 60 months,15.21%,215.11,D,D2,indiana harbor belt railroad,5 years,MORTGAGE,85200,Not Verified,8/1/2010,Charged Off,n,,debt_consolidation,Debt Consolidation Loan,604xx,IL,14.59,0,Nov-99,0,,,10,0,32661,92.80%,22,f,0,0,4086.07,4074.82,2146.09,1923.71,0,16.27,0,12-Mar,215.11,16-May,INDIVIDUAL,0,0-10 years
27252,556374,716441,24000,24000,23950, 36 months,16.45%,849.12,E,E1,Benefitfocus,3 years,RENT,68250,Verified,8/1/2010,Charged Off,n,"  Borrower added on 07/30/10 > I have credit card debt spread between three cards due to getting married recently and supporting my wife in nursing school at the MEdical University of South Carolina.<br/><br/>With this loan, I intend to pay off all three cards and then cancel two of them and leave the third at home only for emergency use. Eliminating multiple sources of debt and consolidating them into a single loan will make this much easier.<br/><br/>I have paid my credit cards faithfully each month, and I have never been late or missed a payment. My credit history is stellar except for the debt I have. I have sought loans before, but with the financial problems many banks are facing, they are not giving out personal loans.<br/><br/>I am employed full time as a software engineer at Benefitfocus, a health insurance benefits company. I have worked here for 3 years and am well respected and paid well. I have a lot of experience and knowledge that Benefitfocus finds valuable and I have zero doubt in how secure my job is. <br/><br/>Currently I pay around $1200-$1400 a month on my credit cards. Unfortunately, finance charges consume most of my credit card payments which is why I need this loan.<br/><br/>Please consider this loan, it would make a big difference in my life and based upon the credit card payments I have already been making each month, it will be no problem to make the payments on this loan.<br/><br/>Thank you.<br/>",debt_consolidation,Edward's Debt Consolidation,294xx,SC,15.09,0,Apr-98,1,,,6,0,28569,96.10%,11,f,0,0,10189.39,10168.23,6721.35,3448.65,0,19.39,7.17,11-Aug,849.12,16-May,INDIVIDUAL,0,0-10 years
27267,554025,713758,11000,11000,10236, 36 months,13.98%,375.85,C,C3,,n/a,OWN,34000,Source Verified,8/1/2010,Charged Off,n,,debt_consolidation,consolidate,124xx,NY,8.93,1,Dec-73,0,5,,4,0,1099,4.30%,12,f,0,0,3789.1,3789.1,2599.89,1151.65,37.55756389,0,0,11-Jun,770.49,11-Aug,INDIVIDUAL,0,n/a
27268,555995,715984,24250,24250,24200, 60 months,17.56%,610.01,E,E4,Pemco Insurance ,6 years,MORTGAGE,66840,Verified,8/1/2010,Charged Off,n,"  Borrower added on 07/29/10 > I am applying for this loan to pay off credit cards due to interest rates rising making it almost impossible to pay them off. I pay all my bills on time and take pride in my credit worthiness. obtaining this loan will insure that I can pay off this debt in five years. I am employed full time and have been at my present job for six years, I have been in this industry for 30 years and my job is stable. Obtaining this loan will save me 100.00 per month on top of thousand of dollars in interest. I appreciate the opportunity this loan would allow me.<br/>",debt_consolidation,debt consolidation,980xx,WA,16.82,0,Jan-99,1,,,10,0,21778,73.40%,37,f,0,0,24704.73,24653.85,6191.42,6618.35,0,11894.96,561.1752,12-Jun,58.8,12-Aug,INDIVIDUAL,0,0-10 years
27276,554767,714562,9000,9000,9000, 60 months,15.58%,216.86,D,D3,Museum of Contemporary Art,3 years,RENT,41004,Source Verified,8/1/2010,Charged Off,n,"  Borrower added on 07/30/10 > The majority of this  loan will be used for upcoming wedding expenses - catering, venue cost, rings, and wedding dress, as well as relocation expenses. The remainder ($1,000) will be used to pay off a credit card. <br/>Thank you.<br/>",other,Lending Tree Loan,606xx,IL,18.93,1,Feb-98,3,16,,7,0,3173,42.30%,22,f,0,0,12297.9,12297.9,8148.32,3976.52,0,173.06,31.1508,15-Apr,216.86,15-Sep,INDIVIDUAL,0,0-10 years
27281,556006,715998,12000,12000,11400, 36 months,10.38%,389.36,B,B1,Financial Debt Relief ,3 years,OWN,56600,Verified,8/1/2010,Charged Off,n,,home_improvement,house,347xx,FL,6.51,0,Jul-95,5,,,8,0,8717,28.70%,52,f,0,0,5859.98,5566.74,4484.34,1356.19,19.44154385,0,0,11-Dec,416.18,16-Apr,INDIVIDUAL,0,0-10 years
27295,535554,692000,4500,4500,4400, 60 months,16.45%,110.52,E,E1,Dixon Valve,5 years,RENT,27600,Source Verified,7/1/2010,Charged Off,n,  Borrower added on 07/29/10 > The loan is for a 1988 camaro iroc z28.<br/>,major_purchase,camaro,216xx,MD,22.65,0,May-96,1,38,,7,0,3023,67.20%,15,f,0,0,2823.17,2760.38,1372.36,1271.72,0,179.09,1.8,12-Aug,110.52,13-Feb,INDIVIDUAL,0,0-10 years
27303,554929,714737,25000,25000,24600, 60 months,11.86%,554.35,B,B5,panalpina,10+ years,MORTGAGE,102000,Verified,8/1/2010,Charged Off,n,"  Borrower added on 07/28/10 > thank you very much,im going through alot and this gives me the little breathing room i need<br/>",debt_consolidation,consolidation,115xx,NY,10.82,0,Oct-92,0,,,15,0,10632,19%,30,f,0,0,30283.64,29798.68,21738.15,8114.68,0,430.81,77.5458,15-Mar,554.35,16-Mar,INDIVIDUAL,0,10+ years
27309,509004,656873,20500,20500,20325, 60 months,19.04%,532.24,F,F3,Mitsui Foods,3 years,MORTGAGE,54889,Verified,8/1/2010,Charged Off,n,  Borrower added on 07/28/10 > To payoff my credit balances<br/>,debt_consolidation,Life saver,070xx,NJ,18.63,0,Aug-96,0,,,10,0,9048,74.90%,36,f,0,0,5322.06,5276.65,2213.45,3108.61,0,0,0,11-Jul,25.1,16-May,INDIVIDUAL,0,0-10 years
